category	author	source	rating	sourcetype	rights	year	sourceid	title	body	rightsowner	webpage	minortitle	sourcelink	authorlink	dateadded	authorinfo	itemid	publisher	city	pages	authorfilename	authorlastnamefirst	authorlastnamestrong	linkedtags	sourceline	rightsline
Management	Robert Townsend	Up the Organization	3	Book	Copyright	1970	0449205053	Reorganizing	<p> I was to learn later in life that we tend to meet any new situation by reorganizing; and a wonderful method it can be for creating the illusion of progress while producing confusion, inefficiency, and demoralization. </p> <p> Often, but apparently inaccurately, attributed to Petronius Arbiter </p>	Robert Townsend					2006-11-30T14:29:32-08:00		87				robert_townsend	Townsend, Robert	Robert <strong>Townsend</strong>	<a href='../tags/management' rel='tag'>Management</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Up the Organization</cite>, <span class='datepublished'>1970</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0449205053/portablewisdo-20' class='isbn'>0449205053</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1970</span> by <span class='rightsowner'>Robert Townsend</span>
Design	Scott Berkun	The Myths of Innovation	3	Book		2007	0596527055	Real Creation is Sloppy	<p> The dirty little secret &#8212; the fact often denied &#8212; is that unlike the mythical epiphany, real creation is sloppy. Discovery is messy. Exploration is dangerous. </p>						2008-07-13T13:33:11-07:00		128				scott_berkun	Berkun, Scott	Scott <strong>Berkun</strong>	<a href='../tags/design' rel='tag'>Design</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>The Myths of Innovation</cite>, <span class='datepublished'>2007</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0596527055/portablewisdo-20' class='isbn'>0596527055</a> 	
Design	Scott Jenson	The Simplicity Shift: Innovative Design Tactics in a Corporate World	3	Book	Copyright	2002	052152749X	A Simplicity Shift	<p> Good design doesn't simply happen as an afterthought. You must make it your most passionate goal. You have to set up a managerial process that values design, resolves the issues it raises, and then has the guts to carry the design through. You do this by making a shift in your company&#8212;a Simplicity Shift. </p>	Scott Jenson				http://www.linkedin.com/pub/0/56/165	2008-10-12T14:19:46-07:00		141	Cambridge University Press	Cambridge, United Kingdom	5-6	scott_jenson	Jenson, Scott	Scott <strong>Jenson</strong>	<a href='../tags/design' rel='tag'>Design</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>The Simplicity Shift: Innovative Design Tactics in a Corporate World</cite>, <span class='city'>Cambridge, United Kingdom</span>: <span class='publisher'>Cambridge University Press</span>, <span class='datepublished'>2002</span>, pages&nbsp;<span class='pages'>5-6</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/052152749X/portablewisdo-20' class='isbn'>052152749X</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2002</span> by <span class='rightsowner'>Scott Jenson</span>
Design	Scott Jenson	The Simplicity Shift: Innovative Design Tactics in a Corporate World	3	Book	Copyright	2002	052152749X	Simplicity as a Design Goal	<p> Simplicity goes beyond a term like &#8216;good user interface,&#8217; which has become so broad, it has little clear meaning. Simplicity is a goal with precision. <em>Simplicity</em> means streamlining, pruning clutter, cleaning up presentation, and improving the initial experience with a product. But Simplicity is more than just making a cute product for technophobes. Simplicity streamlines and optimizes use, as well. </p>	Scott Jenson				http://www.linkedin.com/pub/0/56/165	2008-10-12T14:09:16-07:00		140	Cambridge University Press	Cambridge, United Kingdom	6	scott_jenson	Jenson, Scott	Scott <strong>Jenson</strong>	<a href='../tags/design' rel='tag'>Design</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>The Simplicity Shift: Innovative Design Tactics in a Corporate World</cite>, <span class='city'>Cambridge, United Kingdom</span>: <span class='publisher'>Cambridge University Press</span>, <span class='datepublished'>2002</span>, page&nbsp;<span class='pages'>6</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/052152749X/portablewisdo-20' class='isbn'>052152749X</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2002</span> by <span class='rightsowner'>Scott Jenson</span>
Design	Scott Jenson	The Simplicity Shift: Innovative Design Tactics in a Corporate World	3	Book	Copyright	2002	052152749X	User Interfaces Don't Exist	<p> In talking about Simplicity to others, I've found the standard definition of what a user interface is no longer works. We are trapped by the current definition. In fact, I've finally come to the conclusion that user interfaces don't exist. Or, at least, they don't exist in the same way we talk about them. The term <em>user interface</em> implies a single object, a bit of code, which represents everything the user can do with a product. This is misleading and dangerous, because it limits your thinking, analysis and planning about how to design a commercial product. </p> <p> We need a richer set of words to enable us greater explorations of problems and solutions. I suggest three separate layers ultimately compose the entire user experience: The Presentation layer, the Task layer, and the Infrastructure layer. </p>	Scott Jenson				http://www.linkedin.com/pub/0/56/165	2008-10-12T13:26:27-07:00		139	Cambridge University Press	Cambridge, United Kingdom	27	scott_jenson	Jenson, Scott	Scott <strong>Jenson</strong>	<a href='../tags/design' rel='tag'>Design</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>The Simplicity Shift: Innovative Design Tactics in a Corporate World</cite>, <span class='city'>Cambridge, United Kingdom</span>: <span class='publisher'>Cambridge University Press</span>, <span class='datepublished'>2002</span>, page&nbsp;<span class='pages'>27</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/052152749X/portablewisdo-20' class='isbn'>052152749X</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2002</span> by <span class='rightsowner'>Scott Jenson</span>
Design	Steve Jobs	Business Week	3	Article		May 25, 1998		People Don't Know What They Want Until You Show It To Them	<p> It's really hard to design products by focus groups. A lot of times, people don't know what they want until you show it to them. </p>						2010-04-25T20:16:14-07:00		180				steve_jobs	Jobs, Steve	Steve <strong>Jobs</strong>	<a href='../tags/design' rel='tag'>Design</a>	the <span class='sourcetype'>Article</span> <cite class='majortitle'>Business Week</cite>, <span class='datepublished'>May 25, 1998</span>	
Design	Steve Jobs	CMMI: Guidelines for Process Integration and Product Improvement	3	Book	Copyright	2007	0321279670	Design is the fundamental soul of a human-made creation	<p> Design is not just what it looks like and feels like. Design is how it works. Design is the fundamental soul of a human-made creation that ends up expressing itself in successive outer layers of the product or service. </p>	Pearson Education, Inc.					2007-01-31T18:40:25-08:00		88				steve_jobs	Jobs, Steve	Steve <strong>Jobs</strong>	<a href='../tags/design' rel='tag'>Design</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>CMMI: Guidelines for Process Integration and Product Improvement</cite>, <span class='datepublished'>2007</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0321279670/portablewisdo-20' class='isbn'>0321279670</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2007</span> by <span class='rightsowner'>Pearson Education, Inc.</span>
Simplicity	Steve Jobs	Insanely Great: The Life and Times of Macintosh, the Computer that Changed Everything	3	Book		2000	0140291776	The Underlying Principle of the Problem	<p> When you start looking at a problem and it seems really simple, you don't really understand the complexity of the problem. Then you get into the problem, and you see that it's really complicated, and you come up with all these convoluted solutions. That's sort of the middle, and that's where most people stop.... But the really great person will keep on going and find the key, the underlying principle of the problem &#8212; and come up with an elegant, really beautiful solution that works. That's what we wanted to do with Mac. </p>						2008-07-13T13:40:38-07:00		129				steve_jobs	Jobs, Steve	Steve <strong>Jobs</strong>	<a href='../tags/simplicity' rel='tag'>Simplicity</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Insanely Great: The Life and Times of Macintosh, the Computer that Changed Everything</cite>, <span class='datepublished'>2000</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0140291776/portablewisdo-20' class='isbn'>0140291776</a> 	
Business	Steve Jobs	Macworld Keynote	3	Speech		2007		Where the Puck is Going to Be	<p> There's an old Wayne Gretzky quote that I love. &#8216;I skate to where the puck is going to be, not where it has been.&#8217; And we've always tried to do that at Apple. Since the very very beginning. And we always will. </p>						2010-02-23T18:57:08-08:00		181				steve_jobs	Jobs, Steve	Steve <strong>Jobs</strong>	<a href='../tags/business' rel='tag'>Business</a>	the <span class='sourcetype'>Speech</span> <cite class='majortitle'>Macworld Keynote</cite>, <span class='datepublished'>2007</span>	
Software Development	Steve Lohr	Go To	3	Book	Copyright	2001	0465042252	Computer programming remains a black art	<p> Despite its importance, computer programming remains a black art to most people, and that is hardly surprising. Software, after all, is almost totally invisible. It cannot be touched, felt, heard, smelled, or tasted. But software is what makes a computer do anything useful, interesting or entertaining. </p>	Steve Lohr					2010-07-18T18:39:48-07:00		194	Basic Books	New York	7	steve_lohr	Lohr, Steve	Steve <strong>Lohr</strong>	<a href='../tags/software_development' rel='tag'>Software Development</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Go To</cite>, <span class='city'>New York</span>: <span class='publisher'>Basic Books</span>, <span class='datepublished'>2001</span>, page&nbsp;<span class='pages'>7</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0465042252/portablewisdo-20' class='isbn'>0465042252</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2001</span> by <span class='rightsowner'>Steve Lohr</span>
Software Development	Steve Lohr	Go To	3	Book	Copyright	2001	0465042252	Serviceable things, but not great things	<p> The difference, [Fred] Brooks said, was that the languages and operating systems with fanatical fan clubs were &#8220;originally designed to satisfy a designer or a very small group of designers.&#8221; Whereas the successful products unable to inspire fan clubs, he noted, were &#8220;designed to satisfy a large set of requirements&#8221; &#8212; they were &#8220;done inside of product processes.&#8221; So, Brooks asked, &#8220;What does that tell us about product processes?&#8221; His answer: &#8220;They produce serviceable things, but not great things. </p>	Steve Lohr					2010-07-18T18:56:36-07:00		196	Basic Books	New York		steve_lohr	Lohr, Steve	Steve <strong>Lohr</strong>	<a href='../tags/software_development' rel='tag'>Software Development</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Go To</cite>, <span class='city'>New York</span>: <span class='publisher'>Basic Books</span>, <span class='datepublished'>2001</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0465042252/portablewisdo-20' class='isbn'>0465042252</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2001</span> by <span class='rightsowner'>Steve Lohr</span>
Software Development	Steve Lohr	Go To	3	Book	Copyright	2001	0465042252	Software much more plastic than hardware	<p> The desire to treat software more like its hardware siblings began in earnest in the 1960s. Equal treatment was one motivation, at least at the start, but it was also an effort to make programming a more structured discipline like hardware engineering. Looking back, [David] Sayre observed that the Bald Peak conference had the regrettable effect of beginning a management mentality that served to &#8220;rigidify&#8221; programming at IBM. In the early days, he recalled that programming at IBM had an informal Silicon Valley flavor, which tended to encourage innovation. By the late 1960s, the working environment had become much more regimented. The disciplines of hardware engineering fit uneasily in the more ethereal realm of software. &#8220;Software is a much more plastic object than hardware,&#8221; Sayre said. &#8220;You whip it up, squeeze it, and you can dream. </p>	Steve Lohr					2010-07-18T18:49:57-07:00		195	Basic Books	New York		steve_lohr	Lohr, Steve	Steve <strong>Lohr</strong>	<a href='../tags/software_development' rel='tag'>Software Development</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Go To</cite>, <span class='city'>New York</span>: <span class='publisher'>Basic Books</span>, <span class='datepublished'>2001</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0465042252/portablewisdo-20' class='isbn'>0465042252</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2001</span> by <span class='rightsowner'>Steve Lohr</span>
Software Development	Steve Lohr	Go To	3	Book	Copyright	2001	0465042252	The craftsman's satisfactions	<p> In 1983, when he [Ken Thompson] and [Dennis] Richie won the Turing award, which has been called the Nobel prize of computer science, Thompson explained, &#8220;I am a programmer. On my 1040 form, that is what I put down as my occupation.&#8221; He has called programming an addiction of sorts, and it was in the Berkeley computer center that he got hooked. Sitting in the Bell Labs offices years later, he described the appeal as having all the craftsman's satisfactions of making things, without the cost and trouble of procuring the materials. &#8220;It's like building something where you don't have to order the cement,&#8221; Thompson said. &#8220;You create a world of your own, your own environment, and you never leave this room. </p>	Steve Lohr					2010-07-18T19:02:55-07:00		197	Basic Books	New York		steve_lohr	Lohr, Steve	Steve <strong>Lohr</strong>	<a href='../tags/software_development' rel='tag'>Software Development</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Go To</cite>, <span class='city'>New York</span>: <span class='publisher'>Basic Books</span>, <span class='datepublished'>2001</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0465042252/portablewisdo-20' class='isbn'>0465042252</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2001</span> by <span class='rightsowner'>Steve Lohr</span>
Software Development.Requirements	Suzanne Robertson and James Robertson	Mastering the Requirements Process	3	Book	Copyright	1999	0201360462	Active Requirements Analysis	<p> The requirements analyst has to inject something new into the process: his vision of what the product might be. In other words, the requirements are not simply the passive interpretation of an existing piece of work, but contain inventions that will make the work easier, better, more interesting and more pleasant. </p>	ACM Press					2006-11-30T14:29:32-08:00		89				suzanne_robertson_and_james_robertson	Robertson, Suzanne and Robertson, James	Suzanne <strong>Robertson</strong> and James <strong>Robertson</strong>	<a href='../tags/software_development-requirements' rel='tag'>Software Development.Requirements</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Mastering the Requirements Process</cite>, <span class='datepublished'>1999</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0201360462/portablewisdo-20' class='isbn'>0201360462</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1999</span> by <span class='rightsowner'>ACM Press</span>
Progress	Sydney Harris	unknown	3	unknown	Copyright	1999		The Change Dilemma	<p> Our dilemma is that we hate change and love it at the same time; what we really want is for things to remain the same but get better. </p>	The Gallup Organization					2006-11-30T14:29:32-08:00		90				sydney_harris	Harris, Sydney	Sydney <strong>Harris</strong>	<a href='../tags/progress' rel='tag'>Progress</a>	<span class='datepublished'>1999</span>	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1999</span> by <span class='rightsowner'>The Gallup Organization</span>
Conflict	Thomas J. Watson, Jr	unknown	3	unknown				Those Sharp, Scratchy, Harsh, Almost Unpleasant Guys	<p> I never hesitated to promote someone I didn't like. The comfortable assistant, the nice guy you like to go on fishing trips with, is a great pitfall. Instead I looked for those sharp, scratchy, harsh, almost unpleasant guys who see and tell you about things as they really are. If you can get enough of them around you and have patience enough to hear them out, there is no limit to where you can go. </p>						2006-11-30T14:29:32-08:00		91				thomas_j_watson_jr	Watson, Jr, Thomas J.	Thomas J. <strong>Watson, Jr</strong>	<a href='../tags/conflict' rel='tag'>Conflict</a>		
Thought	Thomas Jefferson	unknown	3	unknown				Unintelligible Propositions	<p> Ridicule is the only weapon which can be used against unintelligible propositions. Ideas must be distinct before reason can act upon them.... </p>						2007-09-08T10:00:27-07:00		92				thomas_jefferson	Jefferson, Thomas	Thomas <strong>Jefferson</strong>	<a href='../tags/thought' rel='tag'>Thought</a>		
Software Development.Project Management	Tom DeMarco and Timothy Lister	Waltzing with Bears: Managing Risk on Software Projects	3	Book	Copyright	2003	0932633609	Belief in Impossible Things	<p> There is probably no job on earth for which an ability to believe six impossible things before breakfast is more of a requirement than software project management. We are routinely expected to work ourselves into a state of believing in a deadline, a budget, or a performance factor that time subsequently may prove to be impossible. </p>	Mary Poppendieck and Tom Poppendieck					2006-11-30T14:29:32-08:00		93				tom_demarco_and_timothy_lister	DeMarco, Tom and Lister, Timothy	Tom <strong>DeMarco</strong> and Timothy <strong>Lister</strong>	<a href='../tags/software_development-project_management' rel='tag'>Software Development.Project Management</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Waltzing with Bears: Managing Risk on Software Projects</cite>, <span class='datepublished'>2003</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0932633609/portablewisdo-20' class='isbn'>0932633609</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2003</span> by <span class='rightsowner'>Mary Poppendieck and Tom Poppendieck</span>
Software Development	Tom DeMarco, Peter Hruschka, Tim Lister, Steve McMenamin, James Robertson and Suzanne Robertson	Adrenaline Junkies and Template Zombies: Understanding Patterns of Project Behavior	3	Book	Copyright	2008	0932633676	Template Zombies	<p> When you find a project team that is focused on producing a standard document rather than on considering the content of that document, then you are in the land of the template zombies.... </p> <p> In the land of the template zombies, form takes precedence. It is not necessary to think about the content of the document. It is not really necessary to think at all. The important thing is to have something&#8212;anything&#8212;under each of the prescribed headings. Not surprisingly, template zombies are adept in the art of cutting and pasting and ignoring anything that does not fit the dictates of the template. </p>	Authors				http://www.systemsguild.com/	2008-11-19T05:43:00-08:00		168	Dorset House Publishing	New York	233-234	tom_demarco_peter_hruschka_tim_lister_steve_mcmenamin_james_robertson_and_suzanne_robertson	DeMarco, Tom, Hruschka, Peter, Lister, Tim, McMenamin, Steve, Robertson, James and Robertson, Suzanne	Tom <strong>DeMarco</strong>, Peter <strong>Hruschka</strong>, Tim <strong>Lister</strong>, Steve <strong>McMenamin</strong>, James <strong>Robertson</strong> and Suzanne <strong>Robertson</strong>	<a href='../tags/software_development' rel='tag'>Software Development</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Adrenaline Junkies and Template Zombies: Understanding Patterns of Project Behavior</cite>, <span class='city'>New York</span>: <span class='publisher'>Dorset House Publishing</span>, <span class='datepublished'>2008</span>, pages&nbsp;<span class='pages'>233-234</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0932633676/portablewisdo-20' class='isbn'>0932633676</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2008</span> by <span class='rightsowner'>Authors</span>
Business	Tom Gilb	Dare to be Excellent: Case Studies of Software Engineering Practices That Worked	3	Book	Copyright	1999	0130811564	Underlying Intent of Process Improvement	<p> We are constantly reminded that just doing things to get ISO 9000 certification or CMM levels is not enough. You have to take the underlying intent seriously. You have to make getting a result uppermost, not getting a certificate. </p>	Prentice-Hall, Inc.					2006-11-30T14:29:32-08:00		94				tom_gilb	Gilb, Tom	Tom <strong>Gilb</strong>	<a href='../tags/business' rel='tag'>Business</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Dare to be Excellent: Case Studies of Software Engineering Practices That Worked</cite>, <span class='datepublished'>1999</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0130811564/portablewisdo-20' class='isbn'>0130811564</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1999</span> by <span class='rightsowner'>Prentice-Hall, Inc.</span>
Software Development	Tom Gilb	Principles of Software Engineering Management	3	Book	Copyright	1988	0201192462	Software more than Code	<p> Briefly: software must be conceived of as something far broader than program code. It must at least include all design specifications, user documentation, data, test cases, codes and human interfaces. </p>	Tom Gilb and Susannah Finzi.					2006-11-30T14:29:32-08:00		95				tom_gilb	Gilb, Tom	Tom <strong>Gilb</strong>	<a href='../tags/software_development' rel='tag'>Software Development</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Principles of Software Engineering Management</cite>, <span class='datepublished'>1988</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0201192462/portablewisdo-20' class='isbn'>0201192462</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1988</span> by <span class='rightsowner'>Tom Gilb and Susannah Finzi.</span>
Business	Tom Peters and Robert H. Waterman Jr.	In Search of Excellence: Lessons from America”s Best-Run Companies	3	Book	Copyright	1976	0446385077	Freedom of Expression in Business	<p> ...note that this implicit recognition of the right-side traits by the excellent companies is directly at the expense of more traditional left-brain business practices: causes to fight for are a long way from thirty quarterly MBO objectives. The intimate team or small division ignores scale economies. Allowing freedom of expression by thousands of quality circles flies in the face of the &#8216;one best way&#8217; of traditional production organization. </p>	Thomas J. Peters and Robert H. Waterman, Jr.					2006-11-30T14:29:32-08:00		96				tom_peters_and_robert_h_waterman_jr	Peters, Tom and Waterman Jr., Robert H.	Tom <strong>Peters</strong> and Robert H. <strong>Waterman Jr.</strong>	<a href='../tags/business' rel='tag'>Business</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>In Search of Excellence: Lessons from America”s Best-Run Companies</cite>, <span class='datepublished'>1976</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0446385077/portablewisdo-20' class='isbn'>0446385077</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1976</span> by <span class='rightsowner'>Thomas J. Peters and Robert H. Waterman, Jr.</span>
Management	Tom Peters and Robert H. Waterman Jr.	In Search of Excellence: Lessons from America”s Best-Run Companies	3	Book	Copyright	1976	0446385077	We like to think of ourselves as Winners	<p> The message that comes through so poignantly in the studies we reviewed is that we like to think of ourselves as winners. The lesson that the excellent companies have to teach is that there is no reason why we can't design systems that continually reinforce this notion; most of their people are made to feel that they are winners. Their populations are distributed around the normal curve, just like every other large population, but the difference is that their systems reinforce degrees of winning rather than degrees of losing. </p>	Thomas J. Peters and Robert H. Waterman, Jr.					2006-11-30T14:29:32-08:00		97				tom_peters_and_robert_h_waterman_jr	Peters, Tom and Waterman Jr., Robert H.	Tom <strong>Peters</strong> and Robert H. <strong>Waterman Jr.</strong>	<a href='../tags/management' rel='tag'>Management</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>In Search of Excellence: Lessons from America”s Best-Run Companies</cite>, <span class='datepublished'>1976</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0446385077/portablewisdo-20' class='isbn'>0446385077</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1976</span> by <span class='rightsowner'>Thomas J. Peters and Robert H. Waterman, Jr.</span>
World	Tom Robbins	Gracie goes to schooner school	3	Web Page	Copyright	2007		The world is a wonderfully weird place	<p> The world is a wonderfully weird place, consensual reality is significantly flawed, no institution can be trusted, certainty is a mirage, security a delusion, and the tyranny of the dull mind forever threatens &#8212; but our lives are not as limited as we think they are, all things are possible, laughter is holier than piety, freedom is sweeter than fame, and in the end it's love and love alone that really matters. </p>	Tom Robbins	http://seattlepi.nwsource.com/writers/317083_writer25.html		http://seattlepi.nwsource.com/writers/317083_writer25.html		2007-05-26T21:32:40-07:00		98				tom_robbins	Robbins, Tom	Tom <strong>Robbins</strong>	<a href='../tags/world' rel='tag'>World</a>	the <span class='sourcetype'>Web Page</span> <cite class='majortitle'><a href='http://seattlepi.nwsource.com/writers/317083_writer25.html' rel='source'>Gracie goes to schooner school</a></cite>, <span class='datepublished'>2007</span>	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2007</span> by <span class='rightsowner'>Tom Robbins</span>
Music.Rock	Tom Wolfe	The Kandy-Kolored Tangerine-Flake Streamline Baby	3	Book	Copyright	1965	0553380583	What you're missing is the beat	<p> [David] Susskind invited Phil Spector to the Open End television program one evening to &#8216;talk about the record business.&#8217; Suddenly Susskind and &#8216;William B.&#8217; [Williams], station WNEW's old-nostalgia disc jockey, were condemning Spector as some kind of sharpie poisoning American culture.... Susskind and Williams kept throwing Spector's songs at him.... And Susskind sits there on the show reading one of Spector's songs out loud, no music, just reading the words, from the Top Sixty or whatever it is, &#8216;Fine Fine Boy,&#8217; to show how banal rock'n roll is. The song just keeps repeating &#8216;He's a fine fine boy.&#8217; So Spector starts drumming on the big coffee table there with the flat of his hands in time to Susskind's voice and says, &#8216;What you're missing is the beat.&#8217; </p>	Tom Wolfe		The First Tycoon of Teen			2006-11-30T14:29:32-08:00		99				tom_wolfe	Wolfe, Tom	Tom <strong>Wolfe</strong>	<a href='../tags/music-rock' rel='tag'>Music.Rock</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>The Kandy-Kolored Tangerine-Flake Streamline Baby</cite>, <cite class='minortitle'>&#8220;The First Tycoon of Teen&#8221;</cite>, <span class='datepublished'>1965</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0553380583/portablewisdo-20' class='isbn'>0553380583</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1965</span> by <span class='rightsowner'>Tom Wolfe</span>
art	Walt Whitman	unknown	3	Speech				The Loftiest and Purest Art	<p> Talk not so much, then, young artist, of the great old masters, who but painted and chisell’d. Study not only their productions. There is a still higher school for him who would kindle his fire with coal from the altar of the loftiest and purest art. It is the school of all grand actions and grand virtues, of heroism, of the death of patriots and martyrs &#8212; of all the mighty deeds written in the pages of history &#8212; deeds of daring, and enthusiasm, devotion, and fortitude. </p>			Talk to an Art-Union (A Brooklyn fragment)			2010-08-21T12:50:18-07:00		210				walt_whitman	Whitman, Walt	Walt <strong>Whitman</strong>	<a href='../tags/art' rel='tag'>art</a>	the <span class='sourcetype'>Speech</span> <cite class='minortitle'>&#8220;Talk to an Art-Union (A Brooklyn fragment)&#8221;</cite>	
Software Development, Project Management	Watts Humphrey	Managing the Software Process	3	Book	Copyright	1998	0201180952	Control Over Plans and Commitments	<p> <p> The Repeatable Process has one important strength that the Initial Process does not: It provides control over the way the organization establishes its plans and commitments. </p> </p>	Addison-Wesley Publishing Company, Inc.					2010-07-24T13:19:39-07:00		198	Addison-Wesley		8	watts_humphrey	Humphrey, Watts	Watts <strong>Humphrey</strong>	<a href='../tags/software_development' rel='tag'>Software Development</a>, <a href='../tags/project_management' rel='tag'>Project Management</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Managing the Software Process</cite>, <span class='publisher'>Addison-Wesley</span>, <span class='datepublished'>1998</span>, page&nbsp;<span class='pages'>8</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0201180952/portablewisdo-20' class='isbn'>0201180952</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1998</span> by <span class='rightsowner'>Addison-Wesley Publishing Company, Inc.</span>
Software Development	Watts Humphrey	Managing the Software Process	3	Book	Copyright	1998	0201180952	Key Software Problems	<p> When asked to name their key problems, few software professionals even mention technology. Their major concerns are open-ended requirements, uncontrolled change, arbitrary schedules, insufficient test time, inadequate training, and unmanaged system standards. </p>	Addison-Wesley Publishing Company, Inc.					2006-11-30T14:29:32-08:00		100	Addison-Wesley			watts_humphrey	Humphrey, Watts	Watts <strong>Humphrey</strong>	<a href='../tags/software_development' rel='tag'>Software Development</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Managing the Software Process</cite>, <span class='publisher'>Addison-Wesley</span>, <span class='datepublished'>1998</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0201180952/portablewisdo-20' class='isbn'>0201180952</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1998</span> by <span class='rightsowner'>Addison-Wesley Publishing Company, Inc.</span>
Software Development	Watts Humphrey	Managing the Software Process	3	Book	Copyright	1998	0201180952	Magic Answers to Software Crisis	<p> Another myth is the widespread belief that some technologically advanced tool or method will provide a magic answer to the software crisis. This is not only wrong, but it is dangerous. </p>	Addison-Wesley Publishing Company, Inc.					2006-11-30T14:29:32-08:00		101	Addison-Wesley			watts_humphrey	Humphrey, Watts	Watts <strong>Humphrey</strong>	<a href='../tags/software_development' rel='tag'>Software Development</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Managing the Software Process</cite>, <span class='publisher'>Addison-Wesley</span>, <span class='datepublished'>1998</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0201180952/portablewisdo-20' class='isbn'>0201180952</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1998</span> by <span class='rightsowner'>Addison-Wesley Publishing Company, Inc.</span>
